n,alpha,algorithm,rep,returned_size,oracle_size,correct
2,1.5,HopcroftKarpMatcher,4,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,41,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,41,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,41,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,44,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,44,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,44,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,42,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,42,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,42,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,25,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,25,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,25,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,7,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,7,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,7,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,6,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,6,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,6,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,4,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,4,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,4,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,14,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,14,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,14,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,35,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,35,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,35,1.0,1.0,True
6,1.0,SimpleAugmentingMatcher,39,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,39,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,39,4.0,4.0,True
6,1.5,SimpleAugmentingMatcher,37,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,37,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,37,6.0,6.0,True
5,1.5,SimpleAugmentingMatcher,3,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,3,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,3,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,45,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,45,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,45,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,23,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,23,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,23,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,11,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,11,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,11,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,30,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,30,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,30,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,0,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,0,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,0,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,0,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,0,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,0,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,29,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,29,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,29,1.0,1.0,True
2,1.0,SimpleAugmentingMatcher,26,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,26,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,26,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,4,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,4,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,4,3.0,3.0,True
4,1.0,SimpleAugmentingMatcher,1,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,1,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,1,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,6,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,6,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,6,5.0,5.0,True
6,2.0,SimpleAugmentingMatcher,29,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,29,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,29,6.0,6.0,True
2,1.0,SimpleAugmentingMatcher,34,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,34,2.0,2.0,True
2,1.0,HopcroftKarpMatcher,34,2.0,2.0,True
4,2.0,SimpleAugmentingMatcher,25,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,25,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,25,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,9,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,9,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,9,2.0,2.0,True
5,1.0,SimpleAugmentingMatcher,24,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,24,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,24,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,16,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,16,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,16,6.0,6.0,True
6,1.0,SimpleAugmentingMatcher,30,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,30,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,30,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,42,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,42,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,42,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,36,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,36,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,36,4.0,4.0,True
3,1.0,SimpleAugmentingMatcher,16,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,16,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,16,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,22,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,22,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,22,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,19,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,19,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,19,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,46,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,46,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,46,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,3,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,3,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,3,3.0,3.0,True
4,1.5,SimpleAugmentingMatcher,25,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,25,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,25,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,30,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,30,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,30,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,4,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,4,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,4,1.0,1.0,True
3,1.5,SimpleAugmentingMatcher,40,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,40,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,40,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,5,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,5,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,5,1.0,1.0,True
2,1.5,SimpleAugmentingMatcher,31,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,31,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,31,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,14,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,14,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,14,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,27,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,27,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,27,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,27,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,27,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,27,1.0,1.0,True
6,2.0,SimpleAugmentingMatcher,42,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,42,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,42,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,16,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,16,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,16,6.0,6.0,True
5,1.5,SimpleAugmentingMatcher,11,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,11,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,11,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,19,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,19,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,19,4.0,4.0,True
2,1.0,SimpleAugmentingMatcher,27,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,27,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,27,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,26,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,26,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,26,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,30,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,30,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,30,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,1,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,1,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,1,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,28,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,28,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,28,5.0,5.0,True
4,2.0,SimpleAugmentingMatcher,23,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,23,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,23,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,18,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,18,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,18,5.0,5.0,True
3,1.5,SimpleAugmentingMatcher,29,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,29,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,29,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,6,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,6,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,6,6.0,6.0,True
6,2.0,SimpleAugmentingMatcher,35,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,35,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,35,6.0,6.0,True
5,1.5,SimpleAugmentingMatcher,13,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,13,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,13,5.0,5.0,True
5,1.0,SimpleAugmentingMatcher,39,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,39,3.0,3.0,True
5,1.0,HopcroftKarpMatcher,39,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,24,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,24,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,24,4.0,4.0,True
5,2.0,SimpleAugmentingMatcher,40,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,40,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,40,5.0,5.0,True
3,2.0,SimpleAugmentingMatcher,3,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,3,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,3,3.0,3.0,True
5,2.0,SimpleAugmentingMatcher,7,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,7,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,7,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,39,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,39,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,39,2.0,2.0,True
3,1.0,SimpleAugmentingMatcher,12,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,12,3.0,3.0,True
3,1.0,HopcroftKarpMatcher,12,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,35,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,35,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,35,3.0,3.0,True
2,1.0,SimpleAugmentingMatcher,18,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,18,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,18,1.0,1.0,True
6,1.0,SimpleAugmentingMatcher,37,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,37,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,37,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,2,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,2,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,2,5.0,5.0,True
2,1.0,SimpleAugmentingMatcher,21,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,21,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,21,1.0,1.0,True
2,1.5,SimpleAugmentingMatcher,12,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,12,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,12,1.0,1.0,True
5,1.0,SimpleAugmentingMatcher,37,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,37,2.0,2.0,True
5,1.0,HopcroftKarpMatcher,37,2.0,2.0,True
5,2.0,SimpleAugmentingMatcher,23,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,23,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,23,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,39,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,39,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,39,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,34,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,34,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,34,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,9,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,9,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,9,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,21,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,21,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,21,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,39,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,39,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,39,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,32,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,32,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,32,5.0,5.0,True
2,1.5,SimpleAugmentingMatcher,1,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,1,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,1,1.0,1.0,True
4,1.0,SimpleAugmentingMatcher,16,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,16,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,16,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,15,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,15,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,15,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,17,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,17,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,17,1.0,1.0,True
4,2.0,SimpleAugmentingMatcher,20,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,20,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,20,4.0,4.0,True
4,1.0,SimpleAugmentingMatcher,36,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,36,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,36,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,17,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,17,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,17,4.0,4.0,True
6,1.0,SimpleAugmentingMatcher,3,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,3,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,3,4.0,4.0,True
5,1.5,SimpleAugmentingMatcher,35,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,35,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,35,5.0,5.0,True
6,2.0,SimpleAugmentingMatcher,22,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,22,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,22,6.0,6.0,True
4,1.0,SimpleAugmentingMatcher,12,4.0,4.0,True
4,1.0,HopcroftKarpMatcher,12,4.0,4.0,True
4,1.0,HopcroftKarpMatcher,12,4.0,4.0,True
6,2.0,SimpleAugmentingMatcher,12,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,12,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,12,6.0,6.0,True
4,1.5,SimpleAugmentingMatcher,19,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,19,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,19,3.0,3.0,True
5,1.0,SimpleAugmentingMatcher,45,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,45,4.0,4.0,True
5,1.0,HopcroftKarpMatcher,45,4.0,4.0,True
3,2.0,SimpleAugmentingMatcher,31,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,31,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,31,3.0,3.0,True
2,2.0,SimpleAugmentingMatcher,42,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,42,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,42,2.0,2.0,True
2,2.0,SimpleAugmentingMatcher,29,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,29,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,29,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,31,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,31,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,31,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,31,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,31,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,31,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,30,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,30,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,30,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,25,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,25,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,25,6.0,6.0,True
2,1.5,SimpleAugmentingMatcher,14,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,14,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,14,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,43,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,43,1.0,1.0,True
3,1.0,HopcroftKarpMatcher,43,1.0,1.0,True
2,1.5,SimpleAugmentingMatcher,35,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,35,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,35,2.0,2.0,True
5,1.5,SimpleAugmentingMatcher,21,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,21,5.0,5.0,True
5,1.5,HopcroftKarpMatcher,21,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,34,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,34,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,34,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,8,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,8,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,8,6.0,6.0,True
5,2.0,SimpleAugmentingMatcher,16,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,16,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,16,5.0,5.0,True
4,1.5,SimpleAugmentingMatcher,5,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,5,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,5,3.0,3.0,True
6,2.0,SimpleAugmentingMatcher,18,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,18,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,18,6.0,6.0,True
3,2.0,SimpleAugmentingMatcher,24,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,24,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,24,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,0,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,0,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,0,4.0,4.0,True
3,1.0,SimpleAugmentingMatcher,19,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,19,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,19,2.0,2.0,True
3,1.5,SimpleAugmentingMatcher,4,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,4,2.0,2.0,True
3,1.5,HopcroftKarpMatcher,4,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,48,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,48,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,48,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,26,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,26,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,26,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,38,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,38,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,38,3.0,3.0,True
5,1.5,SimpleAugmentingMatcher,38,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,38,4.0,4.0,True
5,1.5,HopcroftKarpMatcher,38,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,14,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,14,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,14,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,40,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,40,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,40,1.0,1.0,True
3,1.0,SimpleAugmentingMatcher,7,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,7,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,7,2.0,2.0,True
2,1.0,SimpleAugmentingMatcher,6,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,6,1.0,1.0,True
2,1.0,HopcroftKarpMatcher,6,1.0,1.0,True
4,1.5,SimpleAugmentingMatcher,2,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,2,4.0,4.0,True
4,1.5,HopcroftKarpMatcher,2,4.0,4.0,True
2,2.0,SimpleAugmentingMatcher,46,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,46,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,46,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,25,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
4,1.0,HopcroftKarpMatcher,25,2.0,2.0,True
6,1.0,SimpleAugmentingMatcher,49,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,49,3.0,3.0,True
6,1.0,HopcroftKarpMatcher,49,3.0,3.0,True
3,1.0,SimpleAugmentingMatcher,45,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,45,2.0,2.0,True
3,1.0,HopcroftKarpMatcher,45,2.0,2.0,True
4,1.0,SimpleAugmentingMatcher,21,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,21,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,21,3.0,3.0,True
3,1.5,SimpleAugmentingMatcher,32,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,32,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,32,3.0,3.0,True
6,1.0,SimpleAugmentingMatcher,24,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,24,4.0,4.0,True
6,1.0,HopcroftKarpMatcher,24,4.0,4.0,True
4,1.5,SimpleAugmentingMatcher,33,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,33,3.0,3.0,True
4,1.5,HopcroftKarpMatcher,33,3.0,3.0,True
3,2.0,SimpleAugmentingMatcher,40,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,40,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,40,3.0,3.0,True
4,2.0,SimpleAugmentingMatcher,9,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,9,4.0,4.0,True
4,2.0,HopcroftKarpMatcher,9,4.0,4.0,True
3,1.5,SimpleAugmentingMatcher,39,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,39,3.0,3.0,True
3,1.5,HopcroftKarpMatcher,39,3.0,3.0,True
6,1.5,SimpleAugmentingMatcher,33,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,33,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,33,5.0,5.0,True
6,1.5,SimpleAugmentingMatcher,34,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,34,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,34,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,14,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,14,6.0,6.0,True
6,1.5,HopcroftKarpMatcher,14,6.0,6.0,True
6,1.5,SimpleAugmentingMatcher,11,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,11,5.0,5.0,True
6,1.5,HopcroftKarpMatcher,11,5.0,5.0,True
2,2.0,SimpleAugmentingMatcher,47,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,47,2.0,2.0,True
2,2.0,HopcroftKarpMatcher,47,2.0,2.0,True
6,2.0,SimpleAugmentingMatcher,34,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,34,6.0,6.0,True
6,2.0,HopcroftKarpMatcher,34,6.0,6.0,True
3,2.0,SimpleAugmentingMatcher,16,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,16,3.0,3.0,True
3,2.0,HopcroftKarpMatcher,16,3.0,3.0,True
4,1.0,SimpleAugmentingMatcher,46,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,46,3.0,3.0,True
4,1.0,HopcroftKarpMatcher,46,3.0,3.0,True
2,1.5,SimpleAugmentingMatcher,3,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,3,2.0,2.0,True
2,1.5,HopcroftKarpMatcher,3,2.0,2.0,True
2,1.5,SimpleAugmentingMatcher,34,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,34,1.0,1.0,True
2,1.5,HopcroftKarpMatcher,34,1.0,1.0,True
5,2.0,SimpleAugmentingMatcher,46,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,46,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,46,5.0,5.0,True
5,2.0,SimpleAugmentingMatcher,45,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,45,5.0,5.0,True
5,2.0,HopcroftKarpMatcher,45,5.0,5.0,True
